Season,Competition,Club,1 - 15,16 - 30,31 - 45,45+,46 - 60,61 - 75,76 - 90,90+,Extra time,Total,Player
12/13,LaLiga,FC Barcelona,1,3,-,-,3,-,2,1,,10,David Villa
12/13,Champions League,FC Barcelona,-,-,-,-,1,-,-,-,,1,David Villa
12/13,Copa del Rey,FC Barcelona,-,2,1,-,2,-,-,-,,5,David Villa
11/12,LaLiga,FC Barcelona,1,-,2,-,-,-,2,-,,5,David Villa
11/12,Champions League,FC Barcelona,-,-,-,-,1,-,2,-,,3,David Villa
11/12,Supercopa,FC Barcelona,-,-,1,-,-,-,-,-,,1,David Villa
10/11,Champions League,FC Barcelona,-,1,1,-,1,1,-,-,,4,David Villa
10/11,LaLiga,FC Barcelona,2,5,1,-,4,2,4,-,,18,David Villa
10/11,Copa del Rey,FC Barcelona,1,-,-,-,-,-,-,-,,1,David Villa
09/10,LaLiga,Valencia CF,2,5,4,-,6,1,1,2,,21,David Villa
09/10,Europa League,Valencia CF,1,-,1,-,-,1,2,1,,6,David Villa
09/10,Europa League Qualifying,Valencia CF,-,-,1,-,-,-,-,-,,1,David Villa
08/09,LaLiga,Valencia CF,5,4,4,-,4,6,5,-,,28,David Villa
08/09,Copa del Rey,Valencia CF,1,-,-,-,-,-,-,-,,1,David Villa
08/09,UEFA Cup,Valencia CF,-,-,-,-,-,-,-,1,,1,David Villa
08/09,Supercopa,Valencia CF,-,-,-,-,1,-,-,-,,1,David Villa
07/08,LaLiga,Valencia CF,3,4,3,-,2,5,1,-,,18,David Villa
07/08,Copa del Rey,Valencia CF,-,-,-,-,-,1,-,-,,1,David Villa
07/08,Champions League,Valencia CF,1,-,-,-,-,1,-,-,,2,David Villa
07/08,Champions League Qu.,Valencia CF,-,-,-,-,-,-,1,-,,1,David Villa
06/07,LaLiga,Valencia CF,4,5,1,-,3,1,1,-,,15,David Villa
06/07,Champions League,Valencia CF,-,1,2,-,-,1,-,-,,4,David Villa
06/07,Champions League Qu.,Valencia CF,-,-,1,-,-,-,-,-,,1,David Villa
05/06,LaLiga,Valencia CF,2,2,5,-,5,4,7,-,,25,David Villa
05/06,Copa del Rey,Valencia CF,-,-,1,-,-,1,-,-,,2,David Villa
05/06,UI Cup,Valencia CF,1,-,-,-,-,-,-,-,,1,David Villa
04/05,LaLiga,Real Zaragoza,2,3,2,-,2,4,2,-,,15,David Villa
04/05,UEFA Cup,Real Zaragoza,-,-,-,-,1,-,2,-,,3,David Villa
03/04,LaLiga,Real Zaragoza,-,5,2,-,5,1,1,-,,14,David Villa
03/04,Copa del Rey,Real Zaragoza,-,-,2,-,-,1,-,1,,4,David Villa
02/03,LaLiga2,Sporting Gijón,-,1,-,-,2,2,1,-,,6,David Villa
02/03,Copa del Rey,Sporting Gijón,-,-,-,-,-,1,-,-,,1,David Villa
01/02,LaLiga2,Sporting Gijón,-,2,1,-,1,1,1,-,,6,David Villa
01/02,Copa del Rey,Sporting Gijón,-,-,1,-,-,-,1,-,,2,David Villa
2017,MLS,Orlando City SC,-,1,2,1,-,-,1,1,-,6,Kaká
2016,MLS,Orlando City SC,1,1,3,-,2,1,-,1,-,9,Kaká
2015,MLS,Orlando City SC,1,3,-,-,1,2,1,1,-,9,Kaká
2015,US Open Cup,Orlando City SC,-,1,-,-,-,-,-,-,-,1,Kaká
2014,Série A,São Paulo Futebol Clube,-,-,-,-,-,-,2,-,-,2,Kaká
2014,Copa Sudamericana,São Paulo Futebol Clube,-,-,1,-,-,-,-,-,-,1,Kaká
13/14,Serie A,AC Milan,1,1,1,-,2,1,1,-,-,7,Kaká
13/14,Champions League,AC Milan,1,1,-,-,-,-,-,-,-,2,Kaká
12/13,LaLiga,Real Madrid,-,-,1,-,1,1,-,-,-,3,Kaká
12/13,Champions League,Real Madrid,-,-,-,-,1,-,-,-,-,1,Kaká
12/13,Copa del Rey,Real Madrid,-,-,1,-,-,-,-,-,-,1,Kaká
11/12,Champions League,Real Madrid,-,-,2,-,-,-,1,-,-,3,Kaká
11/12,LaLiga,Real Madrid,1,-,1,-,1,1,1,-,-,5,Kaká
10/11,LaLiga,Real Madrid,2,-,2,-,1,1,1,-,-,7,Kaká
09/10,LaLiga,Real Madrid,1,2,-,-,1,1,3,-,-,8,Kaká
09/10,Champions League,Real Madrid,-,-,-,-,-,1,-,-,-,1,Kaká
08/09,Serie A,AC Milan,3,1,1,-,5,4,2,-,-,16,Kaká
07/08,Serie A,AC Milan,2,1,3,1,5,2,1,-,-,15,Kaká
07/08,Club World Cup,AC Milan,-,-,-,-,-,1,-,-,-,1,Kaká
07/08,Champions League,AC Milan,-,-,-,-,-,2,-,-,-,2,Kaká
07/08,UEFA Super Cup,AC Milan,-,-,-,-,-,-,1,-,-,1,Kaká
06/07,Champions League,AC Milan,2,2,1,-,2,-,2,-,1,10,Kaká
06/07,Serie A,AC Milan,2,1,2,-,-,-,2,1,-,8,Kaká
05/06,Serie A,AC Milan,4,2,1,-,1,2,3,1,-,14,Kaká
05/06,Champions League,AC Milan,-,1,-,-,3,-,1,-,-,5,Kaká
04/05,Serie A,AC Milan,-,-,1,-,-,3,2,1,-,7,Kaká
04/05,Champions League,AC Milan,-,-,-,-,1,-,1,-,-,2,Kaká
03/04,Serie A,AC Milan,1,-,1,-,4,-,4,-,-,10,Kaká
03/04,Champions League,AC Milan,-,-,2,-,1,-,1,-,-,4,Kaká
2003,Série A,São Paulo Futebol Clube,-,1,1,-,-,-,-,-,-,2,Kaká
2002,Série A,São Paulo Futebol Clube,-,2,3,-,1,1,2,-,-,9,Kaká
2002,Copa do Brasil,São Paulo Futebol Clube,-,-,-,-,-,1,-,-,-,1,Kaká
2001,Série A,São Paulo Futebol Clube,2,2,1,-,2,3,1,1,-,12,Kaká
22/23,Serie A,AC Milan,-,-,-,1,-,-,-,-,-,1,Zlatan Ibrahimović
21/22,Serie A,AC Milan,2,1,-,-,-,3,1,1,-,8,Zlatan Ibrahimović
20/21,Serie A,AC Milan,4,3,1,-,3,1,2,1,-,15,Zlatan Ibrahimović
20/21,Italy Cup,AC Milan,-,-,1,-,-,-,-,-,-,1,Zlatan Ibrahimović
20/21,Europa League Qualifying,AC Milan,-,1,-,-,-,-,-,-,-,1,Zlatan Ibrahimović
19/20,Serie A,AC Milan,1,1,1,2,2,2,1,-,-,10,Zlatan Ibrahimović
19/20,Italy Cup,AC Milan,-,-,-,-,-,-,-,-,1,1,Zlatan Ibrahimović
2019,MLS Cup Playoffs,Los Angeles Galaxy,-,-,-,-,1,-,-,-,-,1,Zlatan Ibrahimović
2019,MLS,Los Angeles Galaxy,4,2,7,-,2,7,8,-,-,30,Zlatan Ibrahimović
2018,MLS,Los Angeles Galaxy,5,3,1,1,3,6,1,2,-,22,Zlatan Ibrahimović
17/18,EFL Cup,Manchester United,-,-,-,-,1,-,-,-,-,1,Zlatan Ibrahimović
16/17,Premier League,Manchester United,1,3,5,-,2,1,4,1,-,17,Zlatan Ibrahimović
16/17,EFL Cup,Manchester United,1,1,-,-,-,-,1,1,-,4,Zlatan Ibrahimović
16/17,FA Cup,Manchester United,-,-,-,-,-,1,-,-,-,1,Zlatan Ibrahimović
16/17,Europa League,Manchester United,1,-,-,-,-,2,2,-,-,5,Zlatan Ibrahimović
16/17,Community Shield,Manchester United,-,-,-,-,-,-,1,-,-,1,Zlatan Ibrahimović
15/16,Coupe de France,Paris Saint-Germain,-,-,-,-,2,3,2,-,-,7,Zlatan Ibrahimović
15/16,Ligue 1,Paris Saint-Germain,4,2,7,-,9,7,8,1,-,38,Zlatan Ibrahimović
15/16,Champions League,Paris Saint-Germain,-,-,2,-,1,1,1,-,-,5,Zlatan Ibrahimović
14/15,Ligue 1,Paris Saint-Germain,4,1,2,-,4,4,4,-,-,19,Zlatan Ibrahimović
14/15,Coupe de la Ligue,Paris Saint-Germain,-,1,1,-,-,1,-,-,-,3,Zlatan Ibrahimović
14/15,Coupe de France,Paris Saint-Germain,-,1,-,-,-,-,2,1,-,4,Zlatan Ibrahimović
14/15,Champions League,Paris Saint-Germain,1,-,-,-,-,-,1,-,-,2,Zlatan Ibrahimović
14/15,Trophée des Champions,Paris Saint-Germain,1,1,-,-,-,-,-,-,-,2,Zlatan Ibrahimović
13/14,Ligue 1,Paris Saint-Germain,5,1,6,-,4,3,6,1,-,26,Zlatan Ibrahimović
13/14,Champions League,Paris Saint-Germain,2,3,3,-,-,2,-,-,-,10,Zlatan Ibrahimović
13/14,Coupe de la Ligue,Paris Saint-Germain,1,-,-,-,-,-,1,-,-,2,Zlatan Ibrahimović
13/14,Coupe de France,Paris Saint-Germain,1,-,2,-,-,-,-,-,-,3,Zlatan Ibrahimović
12/13,Ligue 1,Paris Saint-Germain,2,6,4,-,5,7,3,3,-,30,Zlatan Ibrahimović
12/13,Champions League,Paris Saint-Germain,-,1,1,-,-,-,1,-,-,3,Zlatan Ibrahimović
12/13,Coupe de France,Paris Saint-Germain,-,-,1,-,-,1,-,-,-,2,Zlatan Ibrahimović
11/12,Serie A,AC Milan,1,7,6,-,5,4,4,1,-,28,Zlatan Ibrahimović
11/12,Champions League,AC Milan,-,2,1,-,1,-,1,-,-,5,Zlatan Ibrahimović
11/12,Italy Cup,AC Milan,-,-,-,-,-,-,1,-,-,1,Zlatan Ibrahimović
11/12,Supercoppa Italiana,AC Milan,-,-,-,-,-,1,-,-,-,1,Zlatan Ibrahimović
10/11,Italy Cup,AC Milan,1,1,-,-,-,-,-,1,-,3,Zlatan Ibrahimović
10/11,Serie A,AC Milan,1,-,2,-,4,3,2,2,-,14,Zlatan Ibrahimović
10/11,Champions League,AC Milan,-,-,1,-,-,3,-,-,-,4,Zlatan Ibrahimović
10/11,Supercopa,FC Barcelona,-,1,-,-,-,-,-,-,-,1,Zlatan Ibrahimović
09/10,LaLiga,FC Barcelona,1,3,2,-,3,3,3,1,-,16,Zlatan Ibrahimović
09/10,Champions League,FC Barcelona,-,-,-,-,4,-,-,-,-,4,Zlatan Ibrahimović
09/10,Copa del Rey,FC Barcelona,-,-,-,-,-,1,-,-,-,1,Zlatan Ibrahimović
08/09,Serie A,FC Internazionale,7,1,2,-,6,2,5,2,-,25,Zlatan Ibrahimović
08/09,Italy Cup,FC Internazionale,-,1,-,-,-,1,-,-,1,3,Zlatan Ibrahimović
08/09,Champions League,FC Internazionale,-,-,-,-,-,-,1,-,-,1,Zlatan Ibrahimović
07/08,Serie A,FC Internazionale,2,4,3,-,2,2,3,1,-,17,Zlatan Ibrahimović
07/08,Champions League,FC Internazionale,1,-,2,-,-,2,-,-,-,5,Zlatan Ibrahimović
06/07,Serie A,FC Internazionale,1,1,1,-,3,8,1,-,-,15,Zlatan Ibrahimović
05/06,Serie A,Juventus FC,1,1,1,-,3,1,-,-,-,7,Zlatan Ibrahimović
05/06,Champions League,Juventus FC,-,-,1,-,-,-,2,-,-,3,Zlatan Ibrahimović
04/05,Serie A,Juventus FC,2,1,2,-,2,6,3,-,-,16,Zlatan Ibrahimović
04/05,Eredivisie,Ajax Amsterdam,1,-,-,-,1,-,1,-,-,3,Zlatan Ibrahimović
03/04,Eredivisie,Ajax Amsterdam,-,4,1,-,1,5,2,-,-,13,Zlatan Ibrahimović
03/04,Champions League,Ajax Amsterdam,-,-,-,-,1,-,-,-,-,1,Zlatan Ibrahimović
03/04,Champions League Qu.,Ajax Amsterdam,1,-,-,-,-,-,-,-,-,1,Zlatan Ibrahimović
02/03,Eredivisie,Ajax Amsterdam,2,5,-,-,3,2,1,-,-,13,Zlatan Ibrahimović
02/03,KNVB beker,Ajax Amsterdam,1,-,-,-,1,-,1,-,-,3,Zlatan Ibrahimović
02/03,Champions League,Ajax Amsterdam,2,-,2,-,-,-,1,-,-,5,Zlatan Ibrahimović
01/02,KNVB beker,Ajax Amsterdam,-,-,-,-,-,-,-,-,1,1,Zlatan Ibrahimović
01/02,Eredivisie,Ajax Amsterdam,-,1,-,-,-,3,2,-,-,6,Zlatan Ibrahimović
01/02,UEFA Cup,Ajax Amsterdam,1,-,-,-,-,1,-,-,-,2,Zlatan Ibrahimović
2001,Allsvenskan,Malmö FF,-,1,-,-,1,1,-,-,-,3,Zlatan Ibrahimović
2016,MLS,Los Angeles Galaxy,-,-,-,-,-,1,-,2,,3,Steven Gerrard
2015,MLS,Los Angeles Galaxy,-,-,1,-,1,-,-,-,,2,Steven Gerrard
14/15,Premier League,Liverpool FC,-,1,2,-,3,2,1,-,,9,Steven Gerrard
14/15,FA Cup,Liverpool FC,1,-,-,-,-,1,-,-,,2,Steven Gerrard
14/15,Champions League,Liverpool FC,-,-,-,-,-,-,1,1,,2,Steven Gerrard
13/14,Premier League,Liverpool FC,-,2,5,-,3,1,-,2,,13,Steven Gerrard
13/14,FA Cup,Liverpool FC,-,-,-,-,1,-,-,-,,1,Steven Gerrard
12/13,Premier League,Liverpool FC,1,-,2,-,2,3,2,-,,10,Steven Gerrard
12/13,Europa League Qualifying,Liverpool FC,-,-,1,-,-,-,-,-,,1,Steven Gerrard
11/12,Premier League,Liverpool FC,-,-,1,-,1,1,1,1,,5,Steven Gerrard
11/12,EFL Cup,Liverpool FC,1,-,1,-,-,-,-,-,,2,Steven Gerrard
11/12,FA Cup,Liverpool FC,-,-,-,1,-,-,-,-,,1,Steven Gerrard
10/11,Premier League,Liverpool FC,-,-,-,-,-,3,1,-,,4,Steven Gerrard
10/11,Europa League,Liverpool FC,-,-,-,-,-,1,2,-,,3,Steven Gerrard
10/11,Europa League Qualifying,Liverpool FC,-,-,1,-,-,-,-,-,,1,Steven Gerrard
09/10,Premier League,Liverpool FC,-,1,-,-,4,3,1,-,,9,Steven Gerrard
09/10,Europa League,Liverpool FC,1,-,-,-,1,-,-,-,,2,Steven Gerrard
09/10,FA Cup,Liverpool FC,-,-,1,-,-,-,-,-,,1,Steven Gerrard
08/09,Premier League,Liverpool FC,1,2,5,-,1,5,-,2,,16,Steven Gerrard
08/09,Champions League,Liverpool FC,-,3,1,-,1,1,-,1,,7,Steven Gerrard
08/09,FA Cup,Liverpool FC,-,-,-,-,1,-,-,-,,1,Steven Gerrard
07/08,Premier League,Liverpool FC,1,2,-,-,3,-,5,-,,11,Steven Gerrard
07/08,Champions League,Liverpool FC,1,-,-,-,-,1,4,-,,6,Steven Gerrard
07/08,FA Cup,Liverpool FC,-,-,-,-,1,2,-,-,,3,Steven Gerrard
07/08,EFL Cup,Liverpool FC,-,-,-,-,-,1,-,-,,1,Steven Gerrard
06/07,Premier League,Liverpool FC,-,-,-,-,2,4,1,-,,7,Steven Gerrard
06/07,Champions League,Liverpool FC,-,1,-,-,-,2,-,-,,3,Steven Gerrard
06/07,EFL Cup,Liverpool FC,-,-,-,-,-,1,-,-,,1,Steven Gerrard
05/06,FA Cup,Liverpool FC,-,1,1,-,1,-,1,-,,4,Steven Gerrard
05/06,Premier League,Liverpool FC,1,1,3,-,-,4,1,-,,10,Steven Gerrard
05/06,Club World Cup,Liverpool FC,-,-,1,-,-,-,-,-,,1,Steven Gerrard
05/06,EFL Cup,Liverpool FC,-,-,1,-,-,-,-,-,,1,Steven Gerrard
05/06,Champions League Qu.,Liverpool FC,1,1,-,-,1,-,4,-,,7,Steven Gerrard
04/05,Champions League,Liverpool FC,-,-,-,-,1,-,1,-,,2,Steven Gerrard
04/05,Premier League,Liverpool FC,-,2,-,-,3,2,-,-,,7,Steven Gerrard
04/05,EFL Cup,Liverpool FC,-,-,-,-,1,-,1,-,,2,Steven Gerrard
04/05,Champions League Qu.,Liverpool FC,-,1,-,-,-,-,1,-,,2,Steven Gerrard
03/04,Premier League,Liverpool FC,-,-,1,-,1,1,1,-,,4,Steven Gerrard
03/04,UEFA Cup,Liverpool FC,1,-,-,-,-,1,-,-,,2,Steven Gerrard
02/03,Premier League,Liverpool FC,1,-,-,-,1,1,2,-,,5,Steven Gerrard
02/03,EFL Cup,Liverpool FC,-,-,1,-,-,1,-,-,,2,Steven Gerrard
01/02,Premier League,Liverpool FC,1,-,-,-,2,-,-,-,,3,Steven Gerrard
01/02,Champions League,Liverpool FC,-,-,-,-,-,1,-,-,,1,Steven Gerrard
00/01,UEFA Cup,Liverpool FC,-,1,-,-,-,1,-,-,,2,Steven Gerrard
00/01,Premier League,Liverpool FC,3,1,1,-,2,-,-,-,,7,Steven Gerrard
00/01,FA Cup,Liverpool FC,-,-,-,-,1,-,-,-,,1,Steven Gerrard
99/00,Premier League,Liverpool FC,-,-,-,-,-,1,-,-,,1,Steven Gerrard
2015,NASL Fall Championship,New York Cosmos,-,-,-,-,1,1,-,-,,2,Marcos Senna
2015,NASL Spring Championship,New York Cosmos,1,-,-,-,-,-,-,-,,1,Marcos Senna
2014,NASL Fall Championship,New York Cosmos,-,1,-,-,1,1,-,-,,3,Marcos Senna
2014,NASL Spring Championship,New York Cosmos,-,-,-,-,-,1,-,-,,1,Marcos Senna
2013,NASL Playoffs,New York Cosmos,-,-,-,-,1,-,-,-,,1,Marcos Senna
2013,NASL Fall Championship,New York Cosmos,-,-,1,-,1,-,2,-,,4,Marcos Senna
12/13,LaLiga2,Villarreal CF,2,-,-,-,1,-,2,-,,5,Marcos Senna
11/12,LaLiga,Villarreal CF,1,-,2,-,-,-,2,-,,5,Marcos Senna
10/11,LaLiga,Villarreal CF,1,-,-,-,-,-,-,-,,1,Marcos Senna
09/10,LaLiga,Villarreal CF,-,1,-,-,-,-,-,-,,1,Marcos Senna
09/10,Europa League,Villarreal CF,-,-,1,-,-,-,1,-,,2,Marcos Senna
09/10,Europa League Qualifying,Villarreal CF,-,-,-,-,1,-,-,-,,1,Marcos Senna
08/09,Champions League,Villarreal CF,1,-,-,-,-,1,-,-,,2,Marcos Senna
08/09,LaLiga,Villarreal CF,-,-,-,-,2,-,-,-,,2,Marcos Senna
07/08,LaLiga,Villarreal CF,2,-,2,-,-,-,-,-,,4,Marcos Senna
07/08,Copa del Rey,Villarreal CF,1,-,-,-,-,-,-,-,,1,Marcos Senna
07/08,UEFA Cup,Villarreal CF,-,1,-,-,-,-,-,-,,1,Marcos Senna
05/06,LaLiga,Villarreal CF,-,-,1,-,-,1,1,-,,3,Marcos Senna
05/06,Champions League,Villarreal CF,-,-,-,-,-,-,1,-,,1,Marcos Senna
04/05,LaLiga,Villarreal CF,1,-,-,-,-,-,1,-,,2,Marcos Senna
02/03,LaLiga,Villarreal CF,-,1,-,-,-,1,-,-,,2,Marcos Senna
19/20,Süper Lig,Kayserispor,-,-,1,-,-,-,1,-,-,2,Emmanuel Adebayor
18/19,Süper Lig,Basaksehir FK,-,-,-,-,-,-,1,2,-,3,Emmanuel Adebayor
18/19,Türkiye Kupasi,Basaksehir FK,-,-,1,-,-,-,-,-,-,1,Emmanuel Adebayor
17/18,Süper Lig,Basaksehir FK,-,2,8,-,2,2,1,-,-,15,Emmanuel Adebayor
17/18,Türkiye Kupasi,Basaksehir FK,1,-,-,-,-,-,-,-,-,1,Emmanuel Adebayor
17/18,Champions League Qu.,Basaksehir FK,1,-,-,-,-,-,-,-,-,1,Emmanuel Adebayor
16/17,Süper Lig,Basaksehir FK,2,-,1,-,3,-,-,-,-,6,Emmanuel Adebayor
16/17,Türkiye Kupasi,Basaksehir FK,-,1,-,-,-,-,-,-,-,1,Emmanuel Adebayor
15/16,Premier League,Crystal Palace,-,-,1,-,-,-,-,-,-,1,Emmanuel Adebayor
14/15,Premier League,Tottenham Hotspur,-,1,-,-,-,1,-,-,-,2,Emmanuel Adebayor
13/14,Premier League,Tottenham Hotspur,-,3,3,-,-,3,2,-,-,11,Emmanuel Adebayor
13/14,Europa League,Tottenham Hotspur,-,-,-,-,-,2,-,-,-,2,Emmanuel Adebayor
13/14,EFL Cup,Tottenham Hotspur,-,-,-,-,-,1,-,-,-,1,Emmanuel Adebayor
12/13,Premier League,Tottenham Hotspur,2,1,-,-,1,-,1,-,-,5,Emmanuel Adebayor
12/13,Europa League,Tottenham Hotspur,-,1,1,-,-,-,-,-,1,3,Emmanuel Adebayor
11/12,Premier League,Tottenham Hotspur,3,1,2,-,-,8,1,2,-,17,Emmanuel Adebayor
11/12,FA Cup,Tottenham Hotspur,-,-,-,-,1,-,-,-,-,1,Emmanuel Adebayor
10/11,LaLiga,Real Madrid,-,2,-,-,1,1,1,-,-,5,Emmanuel Adebayor
10/11,Champions League,Real Madrid,1,-,-,-,1,-,-,-,-,2,Emmanuel Adebayor
10/11,Copa del Rey,Real Madrid,-,-,-,-,-,-,-,1,-,1,Emmanuel Adebayor
10/11,Europa League,Manchester City,1,1,-,-,1,1,-,-,-,4,Emmanuel Adebayor
10/11,Premier League,Manchester City,-,1,-,-,-,-,-,-,-,1,Emmanuel Adebayor
09/10,Premier League,Manchester City,2,2,5,-,1,2,2,-,-,14,Emmanuel Adebayor
08/09,Champions League,Arsenal FC,1,-,1,-,1,2,-,-,-,5,Emmanuel Adebayor
08/09,Premier League,Arsenal FC,1,3,-,1,1,1,2,1,-,10,Emmanuel Adebayor
08/09,Champions League Qu.,Arsenal FC,-,-,-,-,-,-,1,-,-,1,Emmanuel Adebayor
07/08,Premier League,Arsenal FC,3,5,3,-,5,1,5,2,-,24,Emmanuel Adebayor
07/08,Champions League,Arsenal FC,-,1,-,-,-,-,1,1,-,3,Emmanuel Adebayor
07/08,FA Cup,Arsenal FC,-,-,-,-,1,-,1,-,-,2,Emmanuel Adebayor
07/08,EFL Cup,Arsenal FC,-,-,-,-,-,1,-,-,-,1,Emmanuel Adebayor
06/07,Premier League,Arsenal FC,-,2,-,-,1,1,4,-,-,8,Emmanuel Adebayor
06/07,FA Cup,Arsenal FC,1,-,-,-,-,-,-,-,1,2,Emmanuel Adebayor
06/07,EFL Cup,Arsenal FC,-,-,-,-,-,-,2,-,-,2,Emmanuel Adebayor
05/06,Premier League,Arsenal FC,-,2,2,-,-,-,-,-,-,4,Emmanuel Adebayor
05/06,UEFA Cup,AS Monaco,-,-,1,-,2,-,-,-,-,3,Emmanuel Adebayor
05/06,Ligue 1,AS Monaco,-,-,-,-,1,-,-,-,-,1,Emmanuel Adebayor
04/05,Ligue 1,AS Monaco,1,1,1,-,2,1,3,-,-,9,Emmanuel Adebayor
04/05,Coupe de la Ligue,AS Monaco,-,-,-,-,1,-,2,-,-,3,Emmanuel Adebayor
04/05,Champions League,AS Monaco,-,-,-,-,-,-,1,-,-,1,Emmanuel Adebayor
04/05,Champions League Qu.,AS Monaco,-,-,-,-,-,-,1,-,-,1,Emmanuel Adebayor
03/04,Ligue 1,AS Monaco,1,2,2,-,2,-,1,-,-,8,Emmanuel Adebayor
02/03,Ligue 2,FC Metz,1,1,2,-,4,1,4,-,-,13,Emmanuel Adebayor
02/03,Coupe de la Ligue,FC Metz,-,-,-,-,-,-,2,-,-,2,Emmanuel Adebayor
01/02,Ligue 1,FC Metz,-,-,-,-,1,1,-,-,-,2,Emmanuel Adebayor
20/21,Championship,Derby County,-,-,-,-,-,-,1,-,-,1,Wayne Rooney
19/20,Championship,Derby County,-,1,-,1,1,2,-,-,-,5,Wayne Rooney
19/20,FA Cup,Derby County,-,-,-,-,-,-,1,-,-,1,Wayne Rooney
2019,MLS,D.C. United,1,2,2,1,1,2,1,1,-,11,Wayne Rooney
2019,US Open Cup,D.C. United,-,-,1,-,-,-,-,-,1,2,Wayne Rooney
2018,MLS,D.C. United,1,1,2,-,2,4,2,-,-,12,Wayne Rooney
17/18,Premier League,Everton FC,1,3,1,1,-,2,2,-,-,10,Wayne Rooney
17/18,Europa League,Everton FC,-,1,-,-,-,-,-,-,-,1,Wayne Rooney
16/17,Premier League,Manchester United,-,-,1,1,1,1,-,1,-,5,Wayne Rooney
16/17,FA Cup,Manchester United,1,-,-,-,-,-,-,-,-,1,Wayne Rooney
16/17,Europa League,Manchester United,-,-,1,-,-,-,1,-,-,2,Wayne Rooney
15/16,Premier League,Manchester United,1,-,1,-,2,1,3,-,-,8,Wayne Rooney
15/16,FA Cup,Manchester United,-,1,-,-,-,-,-,1,-,2,Wayne Rooney
15/16,Champions League,Manchester United,-,-,-,-,-,-,1,-,-,1,Wayne Rooney
15/16,EFL Cup,Manchester United,-,1,-,-,-,-,-,-,-,1,Wayne Rooney
15/16,Champions League Qu.,Manchester United,-,1,-,-,2,-,-,-,-,3,Wayne Rooney
14/15,Premier League,Manchester United,2,1,4,-,1,1,3,-,-,12,Wayne Rooney
14/15,FA Cup,Manchester United,-,1,-,-,-,-,1,-,-,2,Wayne Rooney
13/14,Premier League,Manchester United,2,3,4,-,3,2,3,-,-,17,Wayne Rooney
13/14,Champions League,Manchester United,-,1,-,-,-,1,-,-,-,2,Wayne Rooney
12/13,Premier League,Manchester United,1,7,-,-,1,1,2,-,-,12,Wayne Rooney
12/13,FA Cup,Manchester United,2,-,-,-,1,-,-,-,-,3,Wayne Rooney
12/13,Champions League,Manchester United,-,-,-,-,-,-,1,-,-,1,Wayne Rooney
11/12,Premier League,Manchester United,4,4,6,-,3,7,3,-,-,27,Wayne Rooney
11/12,Europa League,Manchester United,-,1,-,-,-,-,1,1,-,3,Wayne Rooney
11/12,FA Cup,Manchester United,1,-,1,-,-,-,-,-,-,2,Wayne Rooney
11/12,Champions League,Manchester United,-,-,-,-,-,1,-,1,-,2,Wayne Rooney
10/11,Champions League,Manchester United,-,1,1,-,-,1,1,-,-,4,Wayne Rooney
10/11,Premier League,Manchester United,2,1,1,1,-,3,3,-,-,11,Wayne Rooney
10/11,FA Cup,Manchester United,-,-,-,-,1,-,-,-,-,1,Wayne Rooney
09/10,Champions League,Manchester United,2,-,-,-,1,2,-,-,-,5,Wayne Rooney
09/10,Premier League,Manchester United,3,3,5,-,6,3,5,1,-,26,Wayne Rooney
09/10,EFL Cup,Manchester United,-,-,-,-,-,1,-,1,-,2,Wayne Rooney
09/10,Community Shield,Manchester United,-,-,-,-,-,-,-,1,-,1,Wayne Rooney
08/09,Premier League,Manchester United,2,2,1,-,1,5,1,-,-,12,Wayne Rooney
08/09,Champions League,Manchester United,1,1,-,-,1,-,1,-,-,4,Wayne Rooney
08/09,FA Cup,Manchester United,-,-,-,-,1,-,-,-,-,1,Wayne Rooney
08/09,Club World Cup,Manchester United,-,-,-,-,-,2,1,-,-,3,Wayne Rooney
07/08,Premier League,Manchester United,-,2,3,-,2,2,3,-,-,12,Wayne Rooney
07/08,Champions League,Manchester United,-,1,-,-,-,2,1,-,-,4,Wayne Rooney
07/08,FA Cup,Manchester United,-,1,-,-,-,-,1,-,-,2,Wayne Rooney
06/07,Premier League,Manchester United,2,4,-,-,2,4,2,-,-,14,Wayne Rooney
06/07,Champions League,Manchester United,-,1,-,-,2,-,-,1,-,4,Wayne Rooney
06/07,FA Cup,Manchester United,1,1,-,-,-,1,2,-,-,5,Wayne Rooney
05/06,Premier League,Manchester United,3,1,4,-,5,1,2,-,-,16,Wayne Rooney
05/06,EFL Cup,Manchester United,-,-,1,-,-,1,-,-,-,2,Wayne Rooney
05/06,Champions League Qu.,Manchester United,1,-,-,-,-,-,-,-,-,1,Wayne Rooney
04/05,Premier League,Manchester United,2,1,-,-,2,2,3,1,-,11,Wayne Rooney
04/05,FA Cup,Manchester United,-,-,-,-,-,1,2,-,-,3,Wayne Rooney
04/05,Champions League,Manchester United,-,2,-,-,1,-,-,-,-,3,Wayne Rooney
03/04,Premier League,Everton FC,2,-,1,-,-,4,2,-,-,9,Wayne Rooney
02/03,Premier League,Everton FC,-,2,-,-,1,-,3,-,-,6,Wayne Rooney
02/03,EFL Cup,Everton FC,-,-,-,-,-,-,2,-,-,2,Wayne Rooney
21/22,LaLiga,FC Barcelona,-,-,-,-,-,-,-,1,,1,Sergio Agüero
20/21,Premier League,Manchester City,-,-,-,-,2,1,1,-,,4,Sergio Agüero
20/21,Champions League,Manchester City,-,1,-,-,-,-,1,-,,2,Sergio Agüero
